reps,mean,mean_sd,best_requested_bid,p_win_pct
10000,164.7453858061307,0.47534523343710317,164.75,0.42362214808632825
25000,164.7417247642888,0.4715497803553972,164.86,0.38519383998109186
50000,164.74596014752547,0.4691516606321752,164.83,0.375968259597115
